,uuid,created_at,updated_at,challengeable_type,subject_key,subject_type,subject_owner,subject_source,subject_source_date,comment,Entity.LegalName,Entity.LegalAddress.Region,Entity.LegalAddress.Country,Entity.LegalAddress.PostalCode,Entity.HeadquartersAddress.Region,Entity.HeadquartersAddress.Country,Entity.HeadquartersAddress.PostalCode,Entity.LegalJurisdiction,Entity.EntityStatus,Registration.RegistrationStatus,Registration.ValidationSources
407,d200ca8c-2768-4a0c-8ce5-c8733431235d,8/1/2020 13:03,8/1/2020 21:00,App\ChallengeDetail,549300KOLMR4MSUXQS86,Level1,EVK05KS7XY1DEII3R011,LEI_SEARCH,8/1/2020 12:03,Pls check and confirm that LEI 549300KOLMR4MSUXQS86 and LEI 549300MW9TUZIWV5ZG90 are duplicates? if yes please confirm the retaining LEI,SRPF A QR Riversouth LLC,US-DE,US,19801,US-TX,US,75201,US-DE,ACTIVE,ISSUED,PARTIALLY_CORROBORATED
408,1b8e937f-d933-4592-9632-dba44a7b7cfd,8/1/2020 17:09,14-01-2020 13:00,App\ChallengeDetail,549300DH0XIVR9DXO060,Level1,EVK05KS7XY1DEII3R011,LEI_SEARCH,8/1/2020 16:09,Please be aware that LEI related to this Entity is a parent. This will aafect relationship data.,The Goldstone Discretionary Settlement 2020,,GB,WA15 0HQ,,GB,WA15 0HQ,GB,ACTIVE,ISSUED,ENTITY_SUPPLIED_ONLY
409,bd70813c-c3b8-4e4e-b10c-31e37d903a7f,8/1/2020 17:14,17-01-2020 17:00,App\ChallengeDetail,549300EU3JEUVT8KL246,Level2,EVK05KS7XY1DEII3R011,LEI_SEARCH,8/1/2020 16:14,Please see atached file to correct relationship information.,RANCHPRIDE AGROCOMM PRIVATE LIMITED,IN-MH,IN,400705,IN-MH,IN,400705,IN,ACTIVE,ISSUED,FULLY_CORROBORATED
410,833b80fd-32a7-42c9-9e9f-40027a4e0569,9/1/2020 8:34,15-01-2020 18:00,App\ChallengeDetail,549300YH6I8LHNHTNX45,Level1,EVK05KS7XY1DEII3R011,LEI_SEARCH,9/1/2020 7:34,https://www.sedar.com/DisplayProfile.do?lang=EN&issuerType=01&issuerNo=00014672,ASCALON HOLDING GMBH,AT-9,AT,1070,AT-9,AT,1070,AT,ACTIVE,ISSUED,FULLY_CORROBORATED
411,e9f495c0-a8c3-42e0-9eae-f7125fb76114,9/1/2020 8:58,16-01-2020 15:00,App\ChallengeDetail,558600N4V71BZP8G3M48,Level2,558600FNC30A8J9EGQ54,LEI_SEARCH,9/1/2020 7:58,Dear Team,SOFUNAIR,,FR,35250,,FR,35250,FR,ACTIVE,ISSUED,FULLY_CORROBORATED
412,cb14217c-a5d0-440c-821d-d3b8a656be81,9/1/2020 8:58,16-01-2020 15:00,App\ChallengeDetail,558600N4V71BZP8G3M48,Level2,558600FNC30A8J9EGQ54,LEI_SEARCH,9/1/2020 7:58,Dear Team,"Premier Commons Circle Plover III, LLC",US-WI,US,53045,US-WI,US,53045,US-WI,ACTIVE,ISSUED,FULLY_CORROBORATED
413,5b73cfb9-02af-4426-bfc3-2ffbf2b43d59,9/1/2020 9:04,17-01-2020 18:00,App\ChallengeDetail,549300D7TH7UM79UOW63,Level2,EVK05KS7XY1DEII3R011,LEI_SEARCH,9/1/2020 8:04,LEI - 549300D7TH7UM79UOW63 has been used as an ultimate parent in LEI - 213800CO8UC7MUUHRN52.,Stichting Vineyard,,NL,3065 WC,,NL,3065 WC,NL,ACTIVE,ISSUED,FULLY_CORROBORATED
414,7b22d401-7d12-4038-ae5c-3a565f39c0ca,9/1/2020 11:42,24-01-2020 11:00,App\ChallengeDetail,549300RQ9N5JHWZVOU86,Level2,EVK05KS7XY1DEII3R011,LEI_SEARCH,9/1/2020 10:42,We believe that the direct parent you mention does not consolidate accounts.,4S SYNERGIES PVT LTD,,IN,110034,,IN,110034,IN,ACTIVE,ISSUED,FULLY_CORROBORATED
415,bd41233a-d615-4b29-8346-f776432537d5,9/1/2020 13:32,12/1/2020 19:00,App\ChallengeDetail,549300KYLVYENW1WAG30,Level1,EVK05KS7XY1DEII3R011,LEI_SEARCH,9/1/2020 12:32,549300KYLVYENW1WAG30 and 5493004O6UU3YOQ00H32 are duplicates . If yes pls let us know the retaining LEI ID for the same,Harsha Exito Engineering Private Limited,,IN,600110,,IN,600110,IN,ACTIVE,ISSUED,FULLY_CORROBORATED
416,,,,,,,,,,,,,,,,,,,,,
417,d159abdd-629b-4f5c-bd43-4b900616af46,9/1/2020 13:40,18-02-2020 12:00,App\ChallengeDetail,894500EA3RLOQGRZOY91,Level2,529900F6BNUR3RJ2WH29,LEI_SEARCH,9/1/2020 12:40,Dear team,LLAMA LOGISOL PRIVATE LIMITED,,IN,400093,,IN,122003,IN,ACTIVE,ISSUED,PARTIALLY_CORROBORATED
418,f90c1349-7a01-4fea-85b4-46b30da1a966,9/1/2020 13:45,12/1/2020 19:00,App\ChallengeDetail,8OLWWZM0OH7F6E3YSD23,Level1,EVK05KS7XY1DEII3R011,LEI_SEARCH,9/1/2020 12:45,LEI -8OLWWZM0OH7F6E3YSD23 and LEI-549300XLDLI1RMJ0I129 are duplicates if yes pls confirm the retainingLEI ID,"Rural bank of montalban,inc.",PH-RIZ,PH,1860,PH-RIZ,PH,1860,PH,ACTIVE,ISSUED,PARTIALLY_CORROBORATED
419,d1694bc1-cf41-4a9f-91ea-7c081547e1d9,9/1/2020 15:41,13-01-2020 07:00,App\ChallengeDetail,335800PE8GMLDCIPI678,Level2,335800FVH4MOKZS9VH40,LEI_SEARCH,9/1/2020 14:41,Dear team,PROYECTOS AMBIENTALES PROCUSA SOCIEDAD LIMITADA,,ES,2001,,ES,2001,ES,ACTIVE,ISSUED,FULLY_CORROBORATED
420,cabf41c1-d5dd-42e9-9fac-5df9bbea7dc0,10/1/2020 6:37,10/1/2020 15:00,App\ChallengeDetail,7245004UADT5E5208066,Level1,724500A93Z8V1MJK5349,LEI_SEARCH,10/1/2020 5:37,Name change,The Wealth Construction Share Club LLP,,GB,CR02UF,,GB,CR02UF,GB,ACTIVE,ISSUED,FULLY_CORROBORATED
421,31555113-d8a1-4aa3-b9d8-ab9a91aa2d6e,10/1/2020 6:53,10/1/2020 15:00,App\ChallengeDetail,724500DKR55T34K87M55,Level1,724500A93Z8V1MJK5349,LEI_SEARCH,10/1/2020 5:53,name change and its different  from glief,Romico Hold A.V.V.,NL-LI,NL,6226 GV,,AW,,NL,ACTIVE,ISSUED,FULLY_CORROBORATED
422,5f66cf7f-f246-4e74-9158-1fd56f00d827,10/1/2020 7:27,21-01-2020 14:00,App\ChallengeDetail,984500E8CA593B2F6A44,Level1,529900T8BM49AURSDO55,LEI_SEARCH,10/1/2020 6:27,Please note that as per number in glief and Jurdication entity is hungary record and COI is hungray please change the COI and COD in that,McMullen Facades Limited,,GB,WD6 1RN,,GB,WD6 1RN,GB,ACTIVE,ISSUED,FULLY_CORROBORATED
423,ddc5f4f0-586f-4160-8d8f-712c717f643f,10/1/2020 7:47,21-01-2020 14:00,App\ChallengeDetail,984500E8CA593B2F6A44,Level1,529900T8BM49AURSDO55,LEI_SEARCH,10/1/2020 6:47,Address is based in Hungary (https://en.wikipedia.org/wiki/K%C3%A9tsoprony) and according to the Hungarian register,ETELMA INVESTMENTS LTD,CY-01,CY,2406,CY-01,CY,2406,CY,ACTIVE,ISSUED,FULLY_CORROBORATED
424,309258fc-3f19-444b-ab4b-dcc4cea64fc5,10/1/2020 7:55,16-01-2020 11:00,App\ChallengeDetail,549300TCK9A5VX12V190,Level1,EVK05KS7XY1DEII3R011,LEI_SEARCH,10/1/2020 6:55,Henry Schein Trading (Shanghai) Co. Ltd. has moved to another office building in 2018. Attached is the Business License issued by Bureau of Industry and Commercial to prove new address.,LE HIR.M,,FR,29860,,FR,29860,FR,ACTIVE,ISSUED,FULLY_CORROBORATED
425,d0896b66-dd31-4f41-98d8-b3273e2662a4,10/1/2020 8:51,22-01-2020 12:00,App\ChallengeDetail,959800G47WLR5MCQEC92,Level1,959800R2X69K6Y6MX775,LEI_SEARCH,10/1/2020 7:51,959800HDEUE38RVRQ493 and 959800G47WLR5MCQEC92 are duplicates,RUDNOR INVEST AS,,NO,2005,,NO,2005,NO,ACTIVE,ISSUED,FULLY_CORROBORATED
426,2271b711-ba00-4ed8-801d-41b4fcef1bc2,10/1/2020 14:18,24-01-2020 18:00,App\ChallengeDetail,549300MJHTF0ZPUGUI54,Level2,EVK05KS7XY1DEII3R011,LEI_SEARCH,10/1/2020 13:18,31570020000000002796 VÚB Asset Management,"SHED HAPPENS, LLC",US-FL,US,34237,US-FL,US,34237,US-FL,ACTIVE,ISSUED,FULLY_CORROBORATED
427,163bf5e2-1da6-42dd-8a48-8dcaf42fcd75,13-01-2020 09:25,21-01-2020 15:00,App\ChallengeDetail,315700AH0J2DM3AUYF90,Level1,315700LK78Z7C0WMIL03,LEI_SEARCH,13-01-2020 08:25,Spelling of legal form part in legal name incorrect. Question mark in transliterated name,HAMILTON KENT LLC,US-DE,US,19808,US-TN,US,37398,US-DE,ACTIVE,ISSUED,FULLY_CORROBORATED
428,1b679451-3a56-46ab-874a-17c0ef4e4f01,13-01-2020 09:50,16-01-2020 12:00,App\ChallengeDetail,5493005V7UUD4PX0MI65,Level2,EVK05KS7XY1DEII3R011,LEI_SEARCH,13-01-2020 08:50,Dear team,"StorePro Self Storage, LLC",US-GA,US,30606,US-GA,US,30605,US-GA,ACTIVE,ISSUED,FULLY_CORROBORATED
429,3c4165be-1d8c-4620-b668-a6aa4de7bc97,13-01-2020 10:13,30-01-2020 17:00,App\ChallengeDetail,549300SHPNDCE059M934,Level2,EVK05KS7XY1DEII3R011,LEI_SEARCH,13-01-2020 09:13,Dear team,THE HIGHCLERE INTERNATIONAL INVESTORS SPECIAL SITUATIONS FUND,US-DE,US,19801,GB-LND,GB,w1u 3pp,US-DE,ACTIVE,ISSUED,FULLY_CORROBORATED
430,3fbe2b73-f708-4d79-9410-b77d850d8a57,13-01-2020 10:41,16-01-2020 13:00,App\ChallengeDetail,254900H95TJC2CV11X50,Level2,5493001KJTIIGC8Y1R12,LEI_SEARCH,13-01-2020 09:41,Dear Team,CGC ÃrsÃ¸ ApS,DK-81,DK,9330,DK-81,DK,9330,DK,ACTIVE,ISSUED,FULLY_CORROBORATED
431,55aefb60-76d7-410b-8b06-b9ce11fa7974,13-01-2020 12:03,27-01-2020 18:00,App\ChallengeDetail,9845002EEC41C4BH3B81,Level1,529900T8BM49AURSDO55,LEI_SEARCH,13-01-2020 11:03,"The ""inactive"" status should also be ""Active"".",Kloof Capital Mauritius Limited,MU-PW,MU,72201,MU-PW,MU,72201,MU,ACTIVE,ISSUED,PARTIALLY_CORROBORATED
432,ef96055a-03cb-42c8-bf7f-11a663f71a4a,13-01-2020 13:15,20-01-2020 15:00,App\ChallengeDetail,969500BNCEYAFJ0DRW09,Level1,969500Q2MA9VBQ8BG884,LEI_SEARCH,13-01-2020 12:15,Since 2019-12-28,BAUER FAMILY 2016 IRREVOCABLE TRUST,US-FL,US,33431,US-FL,US,33431,US-FL,ACTIVE,ISSUED,ENTITY_SUPPLIED_ONLY
433,e2e1a699-0a95-4a52-95ac-493e7df0bde9,13-01-2020 13:24,20-01-2020 15:00,App\ChallengeDetail,969500NF94XCPQV5KG51,Level1,969500Q2MA9VBQ8BG884,LEI_SEARCH,13-01-2020 12:24,Since 2019-12-28,OATH ADVISORS PARTNER FUND,US-DE,US,19801,US-NY,US,10151,US-DE,ACTIVE,ISSUED,FULLY_CORROBORATED
434,808c2274-1758-4d12-9d1c-b687f1eda91e,13-01-2020 13:25,17-01-2020 19:00,App\ChallengeDetail,969500PRBCB6RBM8KY51,Level1,969500Q2MA9VBQ8BG884,LEI_SEARCH,13-01-2020 12:25,Since 2019-12-28,FAIRLIGHT INVEST SL,ES-M,ES,28020,ES-M,ES,28020,ES,ACTIVE,ISSUED,FULLY_CORROBORATED
435,8bba2e4c-b250-4233-a367-ac640c657bbb,13-01-2020 14:24,18-04-2020 11:00,App\ChallengeDetail,029200738G7T8AI6H992,Level1,029200067A7K6CH0H586,LEI_SEARCH,13-01-2020 13:24,On 1 April 2019,Emory A Investment Holdings Limited,,VG,VG1110,,VG,VG1110,VG,ACTIVE,ISSUED,PARTIALLY_CORROBORATED
436,9a7bf6e6-0b81-4888-b5ee-a8d39471cc0a,13-01-2020 15:20,21-01-2020 11:00,App\ChallengeDetail,DS1LD4KRZVNKQC3WP076,Level1,EVK05KS7XY1DEII3R011,LEI_SEARCH,13-01-2020 14:20,Registration changed from Bermuda to Cayman Islands back in June 2019. This information needs to be updated.,CITY ACE INTERNATIONAL LIMITED,,VG,VG1110,,VG,VG1110,VG,ACTIVE,ISSUED,PARTIALLY_CORROBORATED
437,084d748f-28bf-43d0-a6a8-64fa947e9822,13-01-2020 16:03,20-01-2020 16:00,App\ChallengeDetail,969500HT06W1I43S0S48,Level1,969500Q2MA9VBQ8BG884,LEI_SEARCH,13-01-2020 15:03,Duplicate of 549300G3CQCU650WUJ05,The Isabel Mabey Will Trust,GB-WSX,GB,PO20 8AS,GB-WSX,GB,PO20 8AS,GB,ACTIVE,ISSUED,ENTITY_SUPPLIED_ONLY
438,c6e5e14d-4802-4e00-b1fa-f1c7a66611ee,13-01-2020 17:53,20-01-2020 16:00,App\ChallengeDetail,635400WPDP8W8JVSCN48,Level1,635400DZBUIMTBCXGA12,LEI_SEARCH,13-01-2020 16:53,As the next renewal date is 2021-01-06 05:30:00+05:30,MAGLIFICIO SELENE SRL,IT-VI,IT,36027,IT-VI,IT,36027,IT,ACTIVE,ISSUED,FULLY_CORROBORATED
439,4f1aacb9-6487-4842-81b7-671f76a7a322,13-01-2020 20:42,15-01-2020 16:00,App\ChallengeDetail,724500EBHO59RH4HKQ66,Level1,724500A93Z8V1MJK5349,LEI_SEARCH,13-01-2020 19:42,KvK was updated.,SP/F JCC,,FO,100,,FO,100,FO,ACTIVE,ISSUED,FULLY_CORROBORATED
440,ee096b03-b6af-4ef8-91c0-1319a4744cb9,14-01-2020 10:45,14-01-2020 18:00,App\ChallengeDetail,BYS4YH6F43ZNH28P2D57,Level1,EVK05KS7XY1DEII3R011,LEI_SEARCH,14-01-2020 09:45,Pennsyvania Registry: https://www.corporations.pa.gov/search/corpsearch,Kontorskraft AB,SE-AB,SE,120 65,SE-AB,SE,120 65,SE,ACTIVE,ISSUED,FULLY_CORROBORATED
441,dada6ed0-9f08-4786-aacb-d6d85b74b000,14-01-2020 11:49,21-01-2020 12:00,App\ChallengeDetail,5067007P8D07SCGBMD32,Level1,506700LOLO7M6V0E4247,LEI_SEARCH,14-01-2020 10:49,Duplicate of LEI code 549300F4616QLG5OK644,OMG REAL ESTATE LLC,US-FL,US,33064,US-FL,US,33064,US-FL,ACTIVE,ISSUED,FULLY_CORROBORATED
442,7942cfef-440e-49e6-bb7b-0098589fd33a,14-01-2020 12:44,20-01-2020 17:00,App\ChallengeDetail,5493005JKLVWNZ3BD305,Level1,EVK05KS7XY1DEII3R011,LEI_SEARCH,14-01-2020 11:44,https://thecse.com/en/about/publications/bulletins/2019-1224-name-change-gmp-securities-lp,LBVH HOTEL LLC,US-DE,US,19808,US-NY,US,10022,US-DE,ACTIVE,ISSUED,FULLY_CORROBORATED
443,d25c174a-9571-415d-ae54-c7080145e8ed,14-01-2020 13:24,14-01-2020 15:00,App\ChallengeDetail,894500C61ICFDNRMGI86,Level1,529900F6BNUR3RJ2WH29,LEI_SEARCH,14-01-2020 12:24,Please find the attached document.,BL form Aktiebolag,SE-AB,SE,136 68,SE-AB,SE,136 68,SE,ACTIVE,ISSUED,FULLY_CORROBORATED
444,25ec4cf7-f0da-465a-bae7-ff97599eca10,14-01-2020 15:05,30-01-2020 14:00,App\ChallengeDetail,254900N1HBQ2WLY71962,Level1,5493001KJTIIGC8Y1R12,LEI_SEARCH,14-01-2020 14:05,same name,TAG Automotive Ltd,,KY,KY1-1104,,KY,KY1-1104,KY,ACTIVE,ISSUED,PARTIALLY_CORROBORATED
445,f4a95a4f-9541-4f9c-a04a-249d3420f33f,14-01-2020 16:07,20-01-2020 18:00,App\ChallengeDetail,635400WPDP8W8JVSCN48,Level1,635400DZBUIMTBCXGA12,LEI_SEARCH,14-01-2020 15:07,The LEI next renewal date is 2021-01-06,LIMBS & THINGS LIMITED,GB-BST,GB,BS2 0RA,GB-BST,GB,BS2 0RA,GB,ACTIVE,ISSUED,FULLY_CORROBORATED
446,73146a28-8b30-41ce-b5cd-0124b12c7c97,15-01-2020 07:32,22-01-2020 17:00,App\ChallengeDetail,549300T4EUX2OQ75HV52,Level2,EVK05KS7XY1DEII3R011,LEI_SEARCH,15-01-2020 06:32,Dear team,SPE III DBT INTERMEDIATE UK LIMITED,GB-LND,GB,W1S 2YZ,GB-LND,GB,W1S 2YZ,GB,ACTIVE,ISSUED,FULLY_CORROBORATED
447,a05b6894-4202-4107-a183-8513cfa0d597,15-01-2020 08:19,21-01-2020 12:00,App\ChallengeDetail,549300YUPIUZSEX2Y088,Level1,EVK05KS7XY1DEII3R011,LEI_SEARCH,15-01-2020 07:19,Change the status and administration for this LEI.,NIKITAS ENGINEERING AS,NO-12,NO,5354,NO-12,NO,5354,NO,ACTIVE,ISSUED,FULLY_CORROBORATED
448,5a7b95cb-6649-4879-af2b-30c7f81b6733,15-01-2020 09:26,30-01-2020 15:00,App\ChallengeDetail,549300KGSAN23KZQB265,Level1,EVK05KS7XY1DEII3R011,LEI_SEARCH,15-01-2020 08:26,Issued since 07/01/2020,Cong Ty TNHH Giao Duc va Dá»ch Vá»¥ Di Tru Austvina,VN-SG,VN,,VN-SG,VN,,VN,ACTIVE,ISSUED,PARTIALLY_CORROBORATED
449,7f377c08-a45d-474b-bb58-c615d00e2c41,15-01-2020 12:05,20-01-2020 12:00,App\ChallengeDetail,5493004V4FSXT1D04610,Level1,EVK05KS7XY1DEII3R011,LEI_SEARCH,15-01-2020 11:05,The company is incorporated in the Netherlands https://www.affimed.com/investors/,TENUTE STEFANO FARINA S.R.L. SOCIETA' AGRICOLA,IT-LE,IT,73015,IT-LE,IT,73015,IT,ACTIVE,ISSUED,FULLY_CORROBORATED
450,6fcc4efb-da86-4879-950d-ef087d2bcacf,15-01-2020 13:22,17-01-2020 11:00,App\ChallengeDetail,549300HQH91CZG0OJL61,Level1,EVK05KS7XY1DEII3R011,LEI_SEARCH,15-01-2020 12:22,As on March 31,BDL Malta Limited,MT-04,MT,CBD 1070,MT-04,MT,CBD 1070,MT,ACTIVE,ISSUED,FULLY_CORROBORATED
451,7ee5bb45-5b5a-4005-88ec-546d75c07ae1,15-01-2020 14:09,21-01-2020 13:00,App\ChallengeDetail,549300GVFZFWW7K6GH26,Level2,EVK05KS7XY1DEII3R011,LEI_SEARCH,15-01-2020 13:09,Hello Team,ALBATROS SRL,IT-TO,IT,10128,IT-TO,IT,10128,IT,ACTIVE,ISSUED,FULLY_CORROBORATED
452,c9c28a38-2063-4615-988d-8d1d34183035,15-01-2020 15:26,20-01-2020 11:00,App\ChallengeDetail,81560027687C63C47F12,Level1,815600EAD78C57FCE690,LEI_SEARCH,15-01-2020 14:26,On July 1,BURDA MEDIA INDIA PRIVATE LIMITED,IN-DL,IN,110017,IN-DL,IN,110017,IN,ACTIVE,ISSUED,FULLY_CORROBORATED
453,ea612aa0-33d0-4f57-a8d7-5f53421af244,15-01-2020 15:28,27-01-2020 10:00,App\ChallengeDetail,959800UVB4E9ND5B8V84,Level1,959800R2X69K6Y6MX775,LEI_SEARCH,15-01-2020 14:28,Bankoa has acquired from its parent the 100% of Mercagentes. This is domiciled in Bilbao. The incorporation of the Mercagentes team has as its main purpose the development of the private banking activity,PROTAN South East ZÃ¡rtkÃ¶rÅ±en MÅ±kÃ¶dÅ RÃ©szvÃ©nytÃ¡rsasÃ¡g,HU-BU,HU,1104,HU-BU,HU,1104,HU,ACTIVE,ISSUED,FULLY_CORROBORATED
454,9aa83b18-6bc0-40d8-85df-3d1c9b23443a,15-01-2020 15:29,20-01-2020 11:00,App\ChallengeDetail,529900A7RZMAHXEKLU93,Level1,5299000J2N45DDNE4Y28,LEI_SEARCH,15-01-2020 14:29,The merger of the Sparkassen Mittelholstein and Hennstedt-Wesselburen has been completed. After the merger,SPECCHIETTO S.R.L.,IT-RG,IT,97013,IT-RG,IT,97013,IT,ACTIVE,ISSUED,FULLY_CORROBORATED
455,3dd520a8-fae9-4e81-bb6b-39fa00003c0e,15-01-2020 15:32,4/2/2020 16:00,App\ChallengeDetail,549300V8N08QK31LIB68,Level1,EVK05KS7XY1DEII3R011,LEI_SEARCH,15-01-2020 14:32,"""Merger by absorption of Banca Popolare del Mezzogiorno S.p.A.","GLOBAL LAUMONT, S.L.U.",,ES,25300,,ES,25300,ES,ACTIVE,ISSUED,FULLY_CORROBORATED
456,c791765e-c9e8-402e-b7a7-3b7ab53283a7,15-01-2020 15:33,4/2/2020 16:00,App\ChallengeDetail,549300EGSLSDNM0IVL97,Level1,EVK05KS7XY1DEII3R011,LEI_SEARCH,15-01-2020 14:33,Merger by absorption of Banca Popolare del Mezzogiorno S.p.A.,MEHDIP ESTATE LTD,,GB,HA2 6PL,,GB,HA2 6PL,GB,ACTIVE,ISSUED,FULLY_CORROBORATED
457,7f38ad58-728a-414c-b0e7-96a71c0c7080,15-01-2020 15:35,27-01-2020 11:00,App\ChallengeDetail,549300C603G213OGT314,Level1,EVK05KS7XY1DEII3R011,LEI_SEARCH,15-01-2020 14:35,Berkshire Hills Bancorp,BINK CONSULTING,BE-VAN,BE,2840,BE-VAN,BE,2840,BE,ACTIVE,ISSUED,FULLY_CORROBORATED
458,53295feb-3372-4201-991c-e0efa59238b5,15-01-2020 15:36,22-01-2020 15:00,App\ChallengeDetail,5493002E2A800GUHMG24,Level1,EVK05KS7XY1DEII3R011,LEI_SEARCH,15-01-2020 14:36,Volksbank Romania and Banca Transilvania became a single bank from January 1,wpa Beratende Ingenieure Tirol GmbH,,AT,6020,,AT,6020,AT,ACTIVE,ISSUED,FULLY_CORROBORATED
459,ebfd9535-f3ad-40a8-b0c3-dc3fefa0a9fa,15-01-2020 16:16,31-01-2020 12:00,App\ChallengeDetail,724500KRJEMC79KAAU28,Level1,724500A93Z8V1MJK5349,LEI_SEARCH,15-01-2020 15:16,As previously disclosed,KaVa Vogelenzang B.V.,,NL,2114CA,,NL,2114CA,NL,ACTIVE,ISSUED,FULLY_CORROBORATED
460,0d24465f-38ea-4c8b-bf28-f70e23fcd750,16-01-2020 08:44,31-01-2020 12:00,App\ChallengeDetail,549300IKYYXPGBS8SS38,Level1,EVK05KS7XY1DEII3R011,LEI_SEARCH,16-01-2020 07:44,https://lautorite.qc.ca/en/general-public/registers/register-of-firms-and-individuals-authorized-to-practise/,BHJ Invest AB,,SE,436 40,,SE,436 40,SE,ACTIVE,ISSUED,FULLY_CORROBORATED
461,62155d9b-d62a-4f0f-820f-75cc042fa2fa,16-01-2020 09:46,24-01-2020 18:00,App\ChallengeDetail,549300I8I002F4677E18,Level1,EVK05KS7XY1DEII3R011,LEI_SEARCH,16-01-2020 08:46,https://www.avoxdata.com/portal/entities/34812203?showPopup=false,SANTA RITA FASHION RETAIL S.R.L.,IT-MI,IT,20121,IT-MI,IT,20121,IT,ACTIVE,ISSUED,FULLY_CORROBORATED
462,d7ec59b2-3acb-4464-8053-78c78eff0c12,16-01-2020 11:45,16-01-2020 14:00,App\ChallengeDetail,894500VL8Q0P1SRIB579,Level1,529900F6BNUR3RJ2WH29,LEI_SEARCH,16-01-2020 10:45,You can check the correct business id from Finnish Business Information System: https://www.ytj.fi/en/index.html,M.F. Coehoorn Holding B.V.,,NL,9001GS,,NL,9001GS,NL,ACTIVE,ISSUED,FULLY_CORROBORATED
463,d3aff708-a0a2-453d-aae1-a5a8dda40585,16-01-2020 21:19,17-01-2020 13:00,App\ChallengeDetail,2549003G0PERUG6TEQ61,Level1,5493001KJTIIGC8Y1R12,LEI_SEARCH,16-01-2020 20:19,This entity should be in umbrella sub fund format,ZeMas GmbH,,DE,8058,,DE,8058,DE,ACTIVE,ISSUED,FULLY_CORROBORATED
464,4c031780-965d-4d15-8c1f-48c97cf290f8,17-01-2020 02:16,20-01-2020 14:00,App\ChallengeDetail,213800H95OG9OHRT4Y78,Level1,213800WAVVOPS85N2205,LEI_SEARCH,17-01-2020 01:16,QUANGTHONG81,NAME OF THE GAME INVEST II ApS,,DK,2840,,DK,2840,DK,ACTIVE,ISSUED,FULLY_CORROBORATED
465,f5ca252c-ebe9-4c1c-8cfc-0dc8c620ee07,17-01-2020 02:45,17-01-2020 11:00,App\ChallengeDetail,213800QAUUUP6I445N30,Level1,213800WAVVOPS85N2205,LEI_SEARCH,17-01-2020 01:45,QUANGTHONG,Easton Energy Supply and Logistics LLC,US-DE,US,19801,US-DE,US,19801,US-DE,ACTIVE,ISSUED,FULLY_CORROBORATED
466,e2cccb94-f1bf-4e55-800b-ed11f4d8de74,17-01-2020 07:42,22-01-2020 17:00,App\ChallengeDetail,549300UTE50ZMDBG8A20,Level2,EVK05KS7XY1DEII3R011,LEI_SEARCH,17-01-2020 06:42,Dear team,ODDA MEKANISKE VERKSTED AS,NO-12,NO,5750,NO-12,NO,5750,NO,ACTIVE,ISSUED,FULLY_CORROBORATED
467,f79ef425-54ec-4b8a-b5bd-dc91b98c85e1,17-01-2020 07:55,17-01-2020 14:00,App\ChallengeDetail,213800H95OG9OHRT4Y78,Level2,213800WAVVOPS85N2205,LEI_SEARCH,17-01-2020 06:55,QUANGTHONG81(OWNER),Promak Holding B.V.,,NL,2171DD,,NL,2171DD,NL,ACTIVE,ISSUED,FULLY_CORROBORATED
468,430b467e-c63a-4bdd-bdcd-35640bfa2e38,17-01-2020 09:06,24-01-2020 18:00,App\ChallengeDetail,5493003I911UQ1W1OE96,Level2,EVK05KS7XY1DEII3R011,LEI_SEARCH,17-01-2020 08:06,LEI - 2138001YYBULX5SZ2H24 has been used as an ultimate parent in LEI - 2138009MLGGVHM1KG460 which can be established through the attached report.,Dingle B.V.,,NL,6661BV,,NL,6661BV,NL,ACTIVE,ISSUED,FULLY_CORROBORATED
469,ecc0491a-1c64-46f0-9192-41344fd9c51f,17-01-2020 09:17,24-01-2020 16:00,App\ChallengeDetail,815600B4C70F5F6F2B90,Level1,815600EAD78C57FCE690,LEI_SEARCH,17-01-2020 08:17,Both records have the same name and address details. There is only one such entity in the Italian register - please see the file attached (source: http://www.infoimprese.it/impr/index.jsp),"CH REALTY IX-PREISS SH TALLAHASSEE QUANTUM, L.P.",US-DE,US,19808,US-NC,US,27605,US-DE,ACTIVE,ISSUED,PARTIALLY_CORROBORATED
470,82b2fc49-8bf0-4ba6-885c-16f580eccb67,17-01-2020 09:24,27-01-2020 10:00,App\ChallengeDetail,959800W5DX9PT5QLPA79,Level1,959800R2X69K6Y6MX775,LEI_SEARCH,17-01-2020 08:24,Both records have the same name and Tax ID (B15897192),Fokus 6. VermÃ¶gensverwaltungs-GmbH,DE-NW,DE,47051,DE-NW,DE,47051,DE,ACTIVE,ISSUED,FULLY_CORROBORATED
471,714b609e-8539-4e1d-8bb9-7cbfbc3b70d6,17-01-2020 13:19,17-01-2020 15:00,App\ChallengeDetail,254900T6O412ETG7Q612,Level1,5493001KJTIIGC8Y1R12,LEI_SEARCH,17-01-2020 12:19,please update the legal name in umbrella sub-fund format.,"PRZEDSIÄBIORSTWO PRODUKCYJNO-HANDLOWE ""WAMACO"" SPÃÅKA Z OGRANICZONÄ ODPOWIEDZIALNOÅCIÄ",,PL,20-471,,PL,20-471,PL,ACTIVE,ISSUED,FULLY_CORROBORATED
